ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
39641,Walthall County,MS,28147,H1
39483,Walthall County,MS,28147,H1
39652,Walthall County,MS,28147,H1
39657,Walthall County,MS,28147,H1
39643,Walthall County,MS,28147,H1
39667,Walthall County,MS,28147,H1
39181,Warren County,MS,28149,H1
39183,Warren County,MS,28149,H1
39162,Warren County,MS,28149,H1
39180,Warren County,MS,28149,H1
39182,Warren County,MS,28149,H1
39156,Warren County,MS,28149,H1
38744,Washington County,MS,28151,H1
38776,Washington County,MS,28151,H1
38756,Washington County,MS,28151,H1
38780,Washington County,MS,28151,H1
38754,Washington County,MS,28151,H1
38722,Washington County,MS,28151,H1
38723,Washington County,MS,28151,H1
38701,Washington County,MS,28151,H1
38748,Washington County,MS,28151,H1
38703,Washington County,MS,28151,H1
38760,Washington County,MS,28151,H1
38731,Washington County,MS,28151,H1
38782,Washington County,MS,28151,H1
38721,Washington County,MS,28151,H1
38751,Washington County,MS,28151,H1
39322,Wayne County,MS,28153,H1
39476,Wayne County,MS,28153,H1
39324,Wayne County,MS,28153,H1
39362,Wayne County,MS,28153,H1
39367,Wayne County,MS,28153,H1
39439,Wayne County,MS,28153,H1
39360,Wayne County,MS,28153,H1
39443,Wayne County,MS,28153,H1
39744,Webster County,MS,28155,H1
39751,Webster County,MS,28155,H1
38916,Webster County,MS,28155,H1
39737,Webster County,MS,28155,H1
39771,Webster County,MS,28155,H1
39750,Webster County,MS,28155,H1
38929,Webster County,MS,28155,H1
39755,Webster County,MS,28155,H1
39767,Webster County,MS,28155,H1
38925,Webster County,MS,28155,H1
39752,Webster County,MS,28155,H1
39638,Wilkinson County,MS,28157,H1
39631,Wilkinson County,MS,28157,H1
39669,Wilkinson County,MS,28157,H1
39633,Wilkinson County,MS,28157,H1
39354,Winston County,MS,28159,H1
39772,Winston County,MS,28159,H1
39350,Winston County,MS,28159,H1
39769,Winston County,MS,28159,H1
39339,Winston County,MS,28159,H1
39090,Winston County,MS,28159,H1
39341,Winston County,MS,28159,H1
39108,Winston County,MS,28159,H1
39346,Winston County,MS,28159,H1
38948,Yalobusha County,MS,28161,H1
38953,Yalobusha County,MS,28161,H1
38927,Yalobusha County,MS,28161,H1
38961,Yalobusha County,MS,28161,H1
38965,Yalobusha County,MS,28161,H1
38922,Yalobusha County,MS,28161,H1
39166,Yazoo County,MS,28163,H1
39162,Yazoo County,MS,28163,H1
39146,Yazoo County,MS,28163,H1
39194,Yazoo County,MS,28163,H1
39039,Yazoo County,MS,28163,H1
39088,Yazoo County,MS,28163,H1
39179,Yazoo County,MS,28163,H1
39095,Yazoo County,MS,28163,H1
39040,Yazoo County,MS,28163,H1
39173,Yazoo County,MS,28163,H1
39159,Yazoo County,MS,28163,H1
39097,Yazoo County,MS,28163,H1
63501,Adair County,MO,29001,H1
63546,Adair County,MO,29001,H1
63533,Adair County,MO,29001,H1
63549,Adair County,MO,29001,H1
63540,Adair County,MO,29001,H1
63557,Adair County,MO,29001,H1
63559,Adair County,MO,29001,H1
63544,Adair County,MO,29001,H1
64430,Andrew County,MO,29003,H1
64480,Andrew County,MO,29003,H1
64485,Andrew County,MO,29003,H1
64506,Andrew County,MO,29003,H1
64494,Andrew County,MO,29003,H1
64459,Andrew County,MO,29003,H1
64421,Andrew County,MO,29003,H1
64505,Andrew County,MO,29003,H1
64436,Andrew County,MO,29003,H1
64423,Andrew County,MO,29003,H1
64457,Andrew County,MO,29003,H1
64507,Andrew County,MO,29003,H1
64483,Andrew County,MO,29003,H1
64449,Andrew County,MO,29003,H1
64427,Andrew County,MO,29003,H1
64463,Andrew County,MO,29003,H1
64443,Andrew County,MO,29003,H1
64487,Atchison County,MO,29005,H1
64482,Atchison County,MO,29005,H1
64428,Atchison County,MO,29005,H1
64498,Atchison County,MO,29005,H1
64446,Atchison County,MO,29005,H1
64491,Atchison County,MO,29005,H1
64496,Atchison County,MO,29005,H1
63345,Audrain County,MO,29007,H1
63384,Audrain County,MO,29007,H1
63359,Audrain County,MO,29007,H1
65243,Audrain County,MO,29007,H1
65240,Audrain County,MO,29007,H1
65232,Audrain County,MO,29007,H1
63382,Audrain County,MO,29007,H1
65280,Audrain County,MO,29007,H1
63352,Audrain County,MO,29007,H1
65265,Audrain County,MO,29007,H1
65285,Audrain County,MO,29007,H1
65264,Audrain County,MO,29007,H1
65284,Audrain County,MO,29007,H1
65605,Barry County,MO,29009,H1
65734,Barry County,MO,29009,H1
64874,Barry County,MO,29009,H1
64842,Barry County,MO,29009,H1
65772,Barry County,MO,29009,H1
65633,Barry County,MO,29009,H1
65623,Barry County,MO,29009,H1
65625,Barry County,MO,29009,H1
65641,Barry County,MO,29009,H1
65656,Barry County,MO,29009,H1
65708,Barry County,MO,29009,H1
65723,Barry County,MO,29009,H1
65769,Barry County,MO,29009,H1
65747,Barry County,MO,29009,H1
65658,Barry County,MO,29009,H1
65647,Barry County,MO,29009,H1
65745,Barry County,MO,29009,H1
64748,Barton County,MO,29011,H1
64855,Barton County,MO,29011,H1
64832,Barton County,MO,29011,H1
64728,Barton County,MO,29011,H1
64759,Barton County,MO,29011,H1
64784,Barton County,MO,29011,H1
64769,Barton County,MO,29011,H1
64755,Barton County,MO,29011,H1
64762,Barton County,MO,29011,H1
64752,Bates County,MO,29013,H1
64723,Bates County,MO,29013,H1
64745,Bates County,MO,29013,H1
64742,Bates County,MO,29013,H1
64724,Bates County,MO,29013,H1
64780,Bates County,MO,29013,H1
64720,Bates County,MO,29013,H1
64779,Bates County,MO,29013,H1
64722,Bates County,MO,29013,H1
64647,Bates County,MO,29013,H1
64730,Bates County,MO,29013,H1
64776,Benton County,MO,29015,H1
65335,Benton County,MO,29015,H1
65325,Benton County,MO,29015,H1
65338,Benton County,MO,29015,H1
65360,Benton County,MO,29015,H1
65355,Benton County,MO,29015,H1
65345,Benton County,MO,29015,H1
65326,Benton County,MO,29015,H1
64735,Benton County,MO,29015,H1
63787,Bollinger County,MO,29017,H1
63764,Bollinger County,MO,29017,H1
63760,Bollinger County,MO,29017,H1
63662,Bollinger County,MO,29017,H1
63751,Bollinger County,MO,29017,H1
63730,Bollinger County,MO,29017,H1
63781,Bollinger County,MO,29017,H1
63750,Bollinger County,MO,29017,H1
63782,Bollinger County,MO,29017,H1
65256,Boone County,MO,29019,H1
65010,Boone County,MO,29019,H1
65255,Boone County,MO,29019,H1
65205,Boone County,MO,29019,H1
65284,Boone County,MO,29019,H1
65240,Boone County,MO,29019,H1
65299,Boone County,MO,29019,H1
65279,Boone County,MO,29019,H1
65211,Boone County,MO,29019,H1
65212,Boone County,MO,29019,H1
65201,Boone County,MO,29019,H1
65202,Boone County,MO,29019,H1
65243,Boone County,MO,29019,H1
65217,Boone County,MO,29019,H1
65216,Boone County,MO,29019,H1
65215,Boone County,MO,29019,H1
65039,Boone County,MO,29019,H1
65203,Boone County,MO,29019,H1
65218,Boone County,MO,29019,H1
64439,Buchanan County,MO,29021,H1
64443,Buchanan County,MO,29021,H1
64484,Buchanan County,MO,29021,H1
64507,Buchanan County,MO,29021,H1
64506,Buchanan County,MO,29021,H1
64505,Buchanan County,MO,29021,H1
64490,Buchanan County,MO,29021,H1
64444,Buchanan County,MO,29021,H1
64401,Buchanan County,MO,29021,H1
64436,Buchanan County,MO,29021,H1
64504,Buchanan County,MO,29021,H1
64502,Buchanan County,MO,29021,H1
64440,Buchanan County,MO,29021,H1
64454,Buchanan County,MO,29021,H1
64503,Buchanan County,MO,29021,H1
64448,Buchanan County,MO,29021,H1
64501,Buchanan County,MO,29021,H1
64508,Buchanan County,MO,29021,H1
63901,Butler County,MO,29023,H1
63967,Butler County,MO,29023,H1
63902,Butler County,MO,29023,H1
63932,Butler County,MO,29023,H1
63937,Butler County,MO,29023,H1
63954,Butler County,MO,29023,H1
63966,Butler County,MO,29023,H1
63945,Butler County,MO,29023,H1
63962,Butler County,MO,29023,H1
63961,Butler County,MO,29023,H1
63940,Butler County,MO,29023,H1
64671,Caldwell County,MO,29025,H1
64624,Caldwell County,MO,29025,H1
64493,Caldwell County,MO,29025,H1
64465,Caldwell County,MO,29025,H1
64644,Caldwell County,MO,29025,H1
64625,Caldwell County,MO,29025,H1
64649,Caldwell County,MO,29025,H1
64650,Caldwell County,MO,29025,H1
64637,Caldwell County,MO,29025,H1
64429,Caldwell County,MO,29025,H1
64062,Caldwell County,MO,29025,H1
63388,Callaway County,MO,29027,H1
65231,Callaway County,MO,29027,H1
65080,Callaway County,MO,29027,H1
65043,Callaway County,MO,29027,H1
63384,Callaway County,MO,29027,H1
65069,Callaway County,MO,29027,H1
65067,Callaway County,MO,29027,H1
65202,Callaway County,MO,29027,H1
65063,Callaway County,MO,29027,H1
65077,Callaway County,MO,29027,H1
65262,Callaway County,MO,29027,H1
65101,Callaway County,MO,29027,H1
65039,Callaway County,MO,29027,H1
65201,Callaway County,MO,29027,H1
65251,Callaway County,MO,29027,H1
63361,Callaway County,MO,29027,H1
65059,Callaway County,MO,29027,H1
65240,Callaway County,MO,29027,H1
65264,Callaway County,MO,29027,H1
65265,Callaway County,MO,29027,H1
65037,Camden County,MO,29029,H1
65079,Camden County,MO,29029,H1
65786,Camden County,MO,29029,H1
65567,Camden County,MO,29029,H1
65047,Camden County,MO,29029,H1
65049,Camden County,MO,29029,H1
65326,Camden County,MO,29029,H1
65536,Camden County,MO,29029,H1
65020,Camden County,MO,29029,H1
65052,Camden County,MO,29029,H1
65591,Camden County,MO,29029,H1
65787,Camden County,MO,29029,H1
65556,Camden County,MO,29029,H1
65634,Camden County,MO,29029,H1
65065,Camden County,MO,29029,H1
65324,Camden County,MO,29029,H1
63755,Cape Girardeau County,MO,29031,H1
63743,Cape Girardeau County,MO,29031,H1
63702,Cape Girardeau County,MO,29031,H1
63770,Cape Girardeau County,MO,29031,H1
63785,Cape Girardeau County,MO,29031,H1
63739,Cape Girardeau County,MO,29031,H1
63769,Cape Girardeau County,MO,29031,H1
63732,Cape Girardeau County,MO,29031,H1
63771,Cape Girardeau County,MO,29031,H1
63703,Cape Girardeau County,MO,29031,H1
63744,Cape Girardeau County,MO,29031,H1
63779,Cape Girardeau County,MO,29031,H1
63745,Cape Girardeau County,MO,29031,H1
63764,Cape Girardeau County,MO,29031,H1
63730,Cape Girardeau County,MO,29031,H1
63701,Cape Girardeau County,MO,29031,H1
63740,Cape Girardeau County,MO,29031,H1
63766,Cape Girardeau County,MO,29031,H1
63775,Cape Girardeau County,MO,29031,H1
63752,Cape Girardeau County,MO,29031,H1
63747,Cape Girardeau County,MO,29031,H1
63780,Cape Girardeau County,MO,29031,H1
64680,Carroll County,MO,29033,H1
64624,Carroll County,MO,29033,H1
64633,Carroll County,MO,29033,H1
64682,Carroll County,MO,29033,H1
64643,Carroll County,MO,29033,H1
64622,Carroll County,MO,29033,H1
64639,Carroll County,MO,29033,H1
64638,Carroll County,MO,29033,H1
64668,Carroll County,MO,29033,H1
64623,Carroll County,MO,29033,H1
63937,Carter County,MO,29035,H1
63941,Carter County,MO,29035,H1
63901,Carter County,MO,29035,H1
63943,Carter County,MO,29035,H1
63965,Carter County,MO,29035,H1
64701,Cass County,MO,29037,H1
64061,Cass County,MO,29037,H1
64090,Cass County,MO,29037,H1
64743,Cass County,MO,29037,H1
64734,Cass County,MO,29037,H1
64747,Cass County,MO,29037,H1
64742,Cass County,MO,29037,H1
64078,Cass County,MO,29037,H1
64083,Cass County,MO,29037,H1
64147,Cass County,MO,29037,H1
64739,Cass County,MO,29037,H1
64725,Cass County,MO,29037,H1
64082,Cass County,MO,29037,H1
64012,Cass County,MO,29037,H1
64746,Cass County,MO,29037,H1
64080,Cass County,MO,29037,H1
64034,Cass County,MO,29037,H1
64040,Cass County,MO,29037,H1
65785,Cedar County,MO,29039,H1
65649,Cedar County,MO,29039,H1
65674,Cedar County,MO,29039,H1
64756,Cedar County,MO,29039,H1
65601,Cedar County,MO,29039,H1
65635,Cedar County,MO,29039,H1
65640,Cedar County,MO,29039,H1
64744,Cedar County,MO,29039,H1
65607,Cedar County,MO,29039,H1
64784,Cedar County,MO,29039,H1
64681,Chariton County,MO,29041,H1
64628,Chariton County,MO,29041,H1
63558,Chariton County,MO,29041,H1
65236,Chariton County,MO,29041,H1
65254,Chariton County,MO,29041,H1
64676,Chariton County,MO,29041,H1
65261,Chariton County,MO,29041,H1
65246,Chariton County,MO,29041,H1
65286,Chariton County,MO,29041,H1
65281,Chariton County,MO,29041,H1
64660,Chariton County,MO,29041,H1
65244,Chariton County,MO,29041,H1
64658,Chariton County,MO,29041,H1
65610,Christian County,MO,29043,H1
65629,Christian County,MO,29043,H1
65619,Christian County,MO,29043,H1
65714,Christian County,MO,29043,H1
65630,Christian County,MO,29043,H1
65721,Christian County,MO,29043,H1
65738,Christian County,MO,29043,H1
65754,Christian County,MO,29043,H1
65653,Christian County,MO,29043,H1
65705,Christian County,MO,29043,H1
65771,Christian County,MO,29043,H1
65652,Christian County,MO,29043,H1
65620,Christian County,MO,29043,H1
65657,Christian County,MO,29043,H1
65753,Christian County,MO,29043,H1
65728,Christian County,MO,29043,H1
65614,Christian County,MO,29043,H1
65759,Christian County,MO,29043,H1
65631,Christian County,MO,29043,H1
65742,Christian County,MO,29043,H1
65669,Christian County,MO,29043,H1
65720,Christian County,MO,29043,H1
65656,Christian County,MO,29043,H1
65737,Christian County,MO,29043,H1
63472,Clark County,MO,29045,H1
63465,Clark County,MO,29045,H1
63430,Clark County,MO,29045,H1
63432,Clark County,MO,29045,H1
63466,Clark County,MO,29045,H1
63453,Clark County,MO,29045,H1
63474,Clark County,MO,29045,H1
63435,Clark County,MO,29045,H1
63445,Clark County,MO,29045,H1
64118,Clay County,MO,29047,H1
64161,Clay County,MO,29047,H1
64060,Clay County,MO,29047,H1
64132,Clay County,MO,29047,H1
64131,Clay County,MO,29047,H1
64188,Clay County,MO,29047,H1
64116,Clay County,MO,29047,H1
64156,Clay County,MO,29047,H1
64069,Clay County,MO,29047,H1
64165,Clay County,MO,29047,H1
64062,Clay County,MO,29047,H1
64072,Clay County,MO,29047,H1
64150,Clay County,MO,29047,H1
64048,Clay County,MO,29047,H1
64154,Clay County,MO,29047,H1
64166,Clay County,MO,29047,H1
64492,Clay County,MO,29047,H1
64151,Clay County,MO,29047,H1
64155,Clay County,MO,29047,H1
64089,Clay County,MO,29047,H1
64077,Clay County,MO,29047,H1
64073,Clay County,MO,29047,H1
64158,Clay County,MO,29047,H1
64167,Clay County,MO,29047,H1
64114,Clay County,MO,29047,H1
64162,Clay County,MO,29047,H1
64163,Clay County,MO,29047,H1
64157,Clay County,MO,29047,H1
64117,Clay County,MO,29047,H1
64119,Clay County,MO,29047,H1
64068,Clay County,MO,29047,H1
64024,Clay County,MO,29047,H1
64144,Clay County,MO,29047,H1
64477,Clinton County,MO,29049,H1
64048,Clinton County,MO,29049,H1
64444,Clinton County,MO,29049,H1
64465,Clinton County,MO,29049,H1
64492,Clinton County,MO,29049,H1
64429,Clinton County,MO,29049,H1
64062,Clinton County,MO,29049,H1
64089,Clinton County,MO,29049,H1
64490,Clinton County,MO,29049,H1
64454,Clinton County,MO,29049,H1
64474,Clinton County,MO,29049,H1
64493,Clinton County,MO,29049,H1
65040,Cole County,MO,29051,H1
65074,Cole County,MO,29051,H1
65104,Cole County,MO,29051,H1
65111,Cole County,MO,29051,H1
65053,Cole County,MO,29051,H1
65032,Cole County,MO,29051,H1
65101,Cole County,MO,29051,H1
65102,Cole County,MO,29051,H1
65105,Cole County,MO,29051,H1
65110,Cole County,MO,29051,H1
65023,Cole County,MO,29051,H1
65076,Cole County,MO,29051,H1
65058,Cole County,MO,29051,H1
65109,Cole County,MO,29051,H1
65103,Cole County,MO,29051,H1
65348,Cooper County,MO,29053,H1
65301,Cooper County,MO,29053,H1
65287,Cooper County,MO,29053,H1
65233,Cooper County,MO,29053,H1
65322,Cooper County,MO,29053,H1
65025,Cooper County,MO,29053,H1
65347,Cooper County,MO,29053,H1
65354,Cooper County,MO,29053,H1
65046,Cooper County,MO,29053,H1
65237,Cooper County,MO,29053,H1
65068,Cooper County,MO,29053,H1
65018,Cooper County,MO,29053,H1
65276,Cooper County,MO,29053,H1
65081,Cooper County,MO,29053,H1
65449,Crawford County,MO,29055,H1
65560,Crawford County,MO,29055,H1
65535,Crawford County,MO,29055,H1
65446,Crawford County,MO,29055,H1
65441,Crawford County,MO,29055,H1
63080,Crawford County,MO,29055,H1
65565,Crawford County,MO,29055,H1
65559,Crawford County,MO,29055,H1
65456,Crawford County,MO,29055,H1
65453,Crawford County,MO,29055,H1
65566,Crawford County,MO,29055,H1
65066,Crawford County,MO,29055,H1
65586,Crawford County,MO,29055,H1
65646,Dade County,MO,29057,H1
65661,Dade County,MO,29057,H1
65752,Dade County,MO,29057,H1
64748,Dade County,MO,29057,H1
64759,Dade County,MO,29057,H1
65770,Dade County,MO,29057,H1
65601,Dade County,MO,29057,H1
65635,Dade County,MO,29057,H1
65604,Dade County,MO,29057,H1
65785,Dade County,MO,29057,H1
65682,Dade County,MO,29057,H1
65603,Dade County,MO,29057,H1
64756,Dade County,MO,29057,H1
65622,Dallas County,MO,29059,H1
65783,Dallas County,MO,29059,H1
65536,Dallas County,MO,29059,H1
65722,Dallas County,MO,29059,H1
65685,Dallas County,MO,29059,H1
65590,Dallas County,MO,29059,H1
65786,Dallas County,MO,29059,H1
65644,Dallas County,MO,29059,H1
65648,Dallas County,MO,29059,H1
65632,Dallas County,MO,29059,H1
65764,Dallas County,MO,29059,H1
65767,Dallas County,MO,29059,H1
65463,Dallas County,MO,29059,H1
64647,Daviess County,MO,29061,H1
64640,Daviess County,MO,29061,H1
64648,Daviess County,MO,29061,H1
64644,Daviess County,MO,29061,H1
64654,Daviess County,MO,29061,H1
64670,Daviess County,MO,29061,H1
64625,Daviess County,MO,29061,H1
64689,Daviess County,MO,29061,H1
64620,Daviess County,MO,29061,H1
64649,Daviess County,MO,29061,H1
64497,Daviess County,MO,29061,H1
64642,Daviess County,MO,29061,H1
64657,Daviess County,MO,29061,H1
64429,Daviess County,MO,29061,H1
64636,Daviess County,MO,29061,H1
64683,Daviess County,MO,29061,H1
64601,Daviess County,MO,29061,H1
64429,DeKalb County,MO,29063,H1
64497,DeKalb County,MO,29063,H1
64463,DeKalb County,MO,29063,H1
64490,DeKalb County,MO,29063,H1
64494,DeKalb County,MO,29063,H1
64474,DeKalb County,MO,29063,H1
64469,DeKalb County,MO,29063,H1
64422,DeKalb County,MO,29063,H1
64430,DeKalb County,MO,29063,H1
64670,DeKalb County,MO,29063,H1
65560,Dent County,MO,29065,H1
65541,Dent County,MO,29065,H1
63638,Dent County,MO,29065,H1
65401,Dent County,MO,29065,H1
65501,Dent County,MO,29065,H1
65440,Dent County,MO,29065,H1
65542,Dent County,MO,29065,H1
65532,Dent County,MO,29065,H1
63629,Dent County,MO,29065,H1
65462,Dent County,MO,29065,H1
65768,Douglas County,MO,29067,H1
65652,Douglas County,MO,29067,H1
65715,Douglas County,MO,29067,H1
65638,Douglas County,MO,29067,H1
65755,Douglas County,MO,29067,H1
65720,Douglas County,MO,29067,H1
65608,Douglas County,MO,29067,H1
63852,Dunklin County,MO,29069,H1
63863,Dunklin County,MO,29069,H1
63855,Dunklin County,MO,29069,H1
63829,Dunklin County,MO,29069,H1
63837,Dunklin County,MO,29069,H1
63875,Dunklin County,MO,29069,H1
63821,Dunklin County,MO,29069,H1
63822,Dunklin County,MO,29069,H1
63876,Dunklin County,MO,29069,H1
63933,Dunklin County,MO,29069,H1
63849,Dunklin County,MO,29069,H1
63880,Dunklin County,MO,29069,H1
63857,Dunklin County,MO,29069,H1
63877,Dunklin County,MO,29069,H1
63847,Dunklin County,MO,29069,H1
63077,Franklin County,MO,29071,H1
63080,Franklin County,MO,29071,H1
63089,Franklin County,MO,29071,H1
63039,Franklin County,MO,29071,H1
63055,Franklin County,MO,29071,H1
63069,Franklin County,MO,29071,H1
63061,Franklin County,MO,29071,H1
63084,Franklin County,MO,29071,H1
63005,Franklin County,MO,29071,H1
63072,Franklin County,MO,29071,H1
65441,Franklin County,MO,29071,H1
63056,Franklin County,MO,29071,H1
63090,Franklin County,MO,29071,H1
63037,Franklin County,MO,29071,H1
63068,Franklin County,MO,29071,H1
63041,Franklin County,MO,29071,H1
63015,Franklin County,MO,29071,H1
63091,Franklin County,MO,29071,H1
63073,Franklin County,MO,29071,H1
63014,Franklin County,MO,29071,H1
63079,Franklin County,MO,29071,H1
63060,Franklin County,MO,29071,H1
63013,Franklin County,MO,29071,H1
65062,Gasconade County,MO,29073,H1
65014,Gasconade County,MO,29073,H1
63014,Gasconade County,MO,29073,H1
65453,Gasconade County,MO,29073,H1
63037,Gasconade County,MO,29073,H1
63068,Gasconade County,MO,29073,H1
63091,Gasconade County,MO,29073,H1
65041,Gasconade County,MO,29073,H1
65066,Gasconade County,MO,29073,H1
65061,Gasconade County,MO,29073,H1
65559,Gasconade County,MO,29073,H1
64489,Gentry County,MO,29075,H1
64453,Gentry County,MO,29075,H1
64471,Gentry County,MO,29075,H1
64657,Gentry County,MO,29075,H1
64463,Gentry County,MO,29075,H1
64670,Gentry County,MO,29075,H1
64441,Gentry County,MO,29075,H1
64438,Gentry County,MO,29075,H1
64402,Gentry County,MO,29075,H1
64479,Gentry County,MO,29075,H1
64469,Gentry County,MO,29075,H1
65604,Greene County,MO,29077,H1
65807,Greene County,MO,29077,H1
65742,Greene County,MO,29077,H1
65814,Greene County,MO,29077,H1
65890,Greene County,MO,29077,H1
65619,Greene County,MO,29077,H1
65804,Greene County,MO,29077,H1
65781,Greene County,MO,29077,H1
65801,Greene County,MO,29077,H1
65805,Greene County,MO,29077,H1
65897,Greene County,MO,29077,H1
65757,Greene County,MO,29077,H1
65725,Greene County,MO,29077,H1
65898,Greene County,MO,29077,H1
65770,Greene County,MO,29077,H1
65617,Greene County,MO,29077,H1
65648,Greene County,MO,29077,H1
65806,Greene County,MO,29077,H1
65803,Greene County,MO,29077,H1
65721,Greene County,MO,29077,H1
65810,Greene County,MO,29077,H1
65808,Greene County,MO,29077,H1
65738,Greene County,MO,29077,H1
65610,Greene County,MO,29077,H1
65765,Greene County,MO,29077,H1
65899,Greene County,MO,29077,H1
65612,Greene County,MO,29077,H1
65809,Greene County,MO,29077,H1
65802,Greene County,MO,29077,H1
65706,Greene County,MO,29077,H1
64683,Grundy County,MO,29079,H1
64652,Grundy County,MO,29079,H1
64635,Grundy County,MO,29079,H1
64679,Grundy County,MO,29079,H1
64648,Grundy County,MO,29079,H1
64641,Grundy County,MO,29079,H1
64642,Grundy County,MO,29079,H1
64642,Harrison County,MO,29081,H1
64471,Harrison County,MO,29081,H1
64426,Harrison County,MO,29081,H1
64657,Harrison County,MO,29081,H1
64424,Harrison County,MO,29081,H1
64467,Harrison County,MO,29081,H1
64481,Harrison County,MO,29081,H1
64458,Harrison County,MO,29081,H1
64456,Harrison County,MO,29081,H1
64670,Harrison County,MO,29081,H1
64632,Harrison County,MO,29081,H1
64636,Harrison County,MO,29081,H1
64442,Harrison County,MO,29081,H1
65323,Henry County,MO,29083,H1
64761,Henry County,MO,29083,H1
64770,Henry County,MO,29083,H1
64739,Henry County,MO,29083,H1
65360,Henry County,MO,29083,H1
64740,Henry County,MO,29083,H1
64724,Henry County,MO,29083,H1
64735,Henry County,MO,29083,H1
64733,Henry County,MO,29083,H1
64788,Henry County,MO,29083,H1
64726,Henry County,MO,29083,H1
65774,Hickory County,MO,29085,H1
65732,Hickory County,MO,29085,H1
65767,Hickory County,MO,29085,H1
65724,Hickory County,MO,29085,H1
65779,Hickory County,MO,29085,H1
65668,Hickory County,MO,29085,H1
65735,Hickory County,MO,29085,H1
65634,Hickory County,MO,29085,H1
64487,Holt County,MO,29087,H1
64437,Holt County,MO,29087,H1
64470,Holt County,MO,29087,H1
64466,Holt County,MO,29087,H1
64473,Holt County,MO,29087,H1
64451,Holt County,MO,29087,H1
65279,Howard County,MO,29089,H1
65250,Howard County,MO,29089,H1
65248,Howard County,MO,29089,H1
65274,Howard County,MO,29089,H1
65254,Howard County,MO,29089,H1
65243,Howard County,MO,29089,H1
65257,Howard County,MO,29089,H1
65256,Howard County,MO,29089,H1
65230,Howard County,MO,29089,H1
65609,Howell County,MO,29091,H1
65790,Howell County,MO,29091,H1
65688,Howell County,MO,29091,H1
65775,Howell County,MO,29091,H1
65692,Howell County,MO,29091,H1
65548,Howell County,MO,29091,H1
65626,Howell County,MO,29091,H1
65793,Howell County,MO,29091,H1
65789,Howell County,MO,29091,H1
65777,Howell County,MO,29091,H1
65637,Howell County,MO,29091,H1
65788,Howell County,MO,29091,H1
63623,Iron County,MO,29093,H1
65566,Iron County,MO,29093,H1
63624,Iron County,MO,29093,H1
63675,Iron County,MO,29093,H1
63621,Iron County,MO,29093,H1
63650,Iron County,MO,29093,H1
63656,Iron County,MO,29093,H1
63663,Iron County,MO,29093,H1
65439,Iron County,MO,29093,H1
63620,Iron County,MO,29093,H1
63636,Iron County,MO,29093,H1
64015,Jackson County,MO,29095,H1
64138,Jackson County,MO,29095,H1
64131,Jackson County,MO,29095,H1
64137,Jackson County,MO,29095,H1
64030,Jackson County,MO,29095,H1
64101,Jackson County,MO,29095,H1
64149,Jackson County,MO,29095,H1
64139,Jackson County,MO,29095,H1
64074,Jackson County,MO,29095,H1
64155,Jackson County,MO,29095,H1
64147,Jackson County,MO,29095,H1
64132,Jackson County,MO,29095,H1
64052,Jackson County,MO,29095,H1
64112,Jackson County,MO,29095,H1
64029,Jackson County,MO,29095,H1
64066,Jackson County,MO,29095,H1
64102,Jackson County,MO,29095,H1
64198,Jackson County,MO,29095,H1
64121,Jackson County,MO,29095,H1
64999,Jackson County,MO,29095,H1
64117,Jackson County,MO,29095,H1
64114,Jackson County,MO,29095,H1
64128,Jackson County,MO,29095,H1
64129,Jackson County,MO,29095,H1
64053,Jackson County,MO,29095,H1
64054,Jackson County,MO,29095,H1
64111,Jackson County,MO,29095,H1
64118,Jackson County,MO,29095,H1
64145,Jackson County,MO,29095,H1
64130,Jackson County,MO,29095,H1
64136,Jackson County,MO,29095,H1
64081,Jackson County,MO,29095,H1
64086,Jackson County,MO,29095,H1
64050,Jackson County,MO,29095,H1
64063,Jackson County,MO,29095,H1
64016,Jackson County,MO,29095,H1
64119,Jackson County,MO,29095,H1
64152,Jackson County,MO,29095,H1
64013,Jackson County,MO,29095,H1
64134,Jackson County,MO,29095,H1
64171,Jackson County,MO,29095,H1
64057,Jackson County,MO,29095,H1
64064,Jackson County,MO,29095,H1
64110,Jackson County,MO,29095,H1
64141,Jackson County,MO,29095,H1
64080,Jackson County,MO,29095,H1
64061,Jackson County,MO,29095,H1
64148,Jackson County,MO,29095,H1
64120,Jackson County,MO,29095,H1
64106,Jackson County,MO,29095,H1
64055,Jackson County,MO,29095,H1
64056,Jackson County,MO,29095,H1
64075,Jackson County,MO,29095,H1
64109,Jackson County,MO,29095,H1
64034,Jackson County,MO,29095,H1
64156,Jackson County,MO,29095,H1
64197,Jackson County,MO,29095,H1
64170,Jackson County,MO,29095,H1
64014,Jackson County,MO,29095,H1
64133,Jackson County,MO,29095,H1
64124,Jackson County,MO,29095,H1
64123,Jackson County,MO,29095,H1
64088,Jackson County,MO,29095,H1
64108,Jackson County,MO,29095,H1
64058,Jackson County,MO,29095,H1
64082,Jackson County,MO,29095,H1
64051,Jackson County,MO,29095,H1
64125,Jackson County,MO,29095,H1
64126,Jackson County,MO,29095,H1
64127,Jackson County,MO,29095,H1
64105,Jackson County,MO,29095,H1
64113,Jackson County,MO,29095,H1
64146,Jackson County,MO,29095,H1
64070,Jackson County,MO,29095,H1
64199,Jackson County,MO,29095,H1
64157,Jackson County,MO,29095,H1
64065,Jackson County,MO,29095,H1
